Gelenk,X,Y
1,7.719148693647738,-5.945216290286004
1,13.342784826349941,-5.668916812460679
1,16.744870987055684,-3.916654273867669
1,18.912853105398508,-1.749892862134679
1,20.22723304317583,0.4829473186037442
1,20.913496294601284,2.5719217074463363
1,21.160874426810732,4.340503553055648
1,21.155425067879673,5.745985766254605
1,21.024849039981355,6.858160338284451
1,20.835452846886483,7.755535744819047
1,20.60874839954817,8.529095612857635
1,20.354028202383724,9.218304323476158
1,20.072955950553304,9.851352069415098
1,19.76755997135394,10.440108666554922
1,19.43656372368138,10.995937410083771
1,19.079433924043496,11.524097929708008
1,18.695392015605368,12.027811075774924
1,18.285414792462547,12.50679201865507
1,17.854995968101136,12.956070892667798
1,17.393482903031888,13.386682122483952
1,16.901508333995906,13.795976989884448
1,16.380594041609267,14.180851487865997
1,15.826207926735426,14.54228748985211
1,15.244939755122033,14.873734519307453
1,14.634527622196225,15.174540979060108
1,13.994377716821077,15.442460501258887
1,13.324338300167852,15.674679797759978
1,12.625123606059422,15.86778411892044
1,11.898695270618278,16.017939311853045
1,11.148173414319723,16.12122784889337
1,10.379011738756398,16.17391323314768
1,9.594897552092718,16.172998353826774
1,8.802737770923015,16.11604948651219
1,8.008971335315966,16.001627887816383
1,7.22856305715735,15.831396568927032
1,6.460504471159641,15.605279839401534
1,5.722987382873788,15.329917713157913
1,5.018756394896604,15.009357474497063
1,4.355397608051633,14.650832671613617
1,3.7347161383219025,14.259924762524093
1,3.163460448863113,13.846572734103406
1,2.6422615020933233,13.41805923576525
1,2.166390458412421,12.977125490048529
1,1.733055583403932,12.527110700516802
1,1.3397735306006984,12.071102259561574
1,0.9830494384530889,11.610190070053875
1,0.6590966925558976,11.14390282049921
1,0.36403558101769273,10.669946510601594
1,0.10024729584659439,10.195664359008909
1,-0.13975125060269,9.710143136981344
1,-0.35448097552014785,9.217193313266758
1,-0.5446348283320039,8.716272345050472
1,-0.7105601465728023,8.20685173322925
1,-0.8523434303556853,7.688243212228427
1,-0.9696785093775243,7.160076717332674
1,-1.0620861166812328,6.621799782004938
1,-1.1287431162681212,6.07285241531268
1,-1.1685505093138913,5.513276276625276
1,-1.180189603741343,4.942364864497019
1,-1.1619539409904631,4.359081668997462
1,-1.1122482013460722,3.7679343746543354
1,-1.0270025227736745,3.1547005891446323
1,-0.9044455664134552,2.531621174819912
1,-0.7403510899432556,1.8943759974863776
1,-0.5300498218939019,1.2425665239474801
1,-0.2710448328793059,0.5834499990531232
1,0.048092550016775815,-0.09507237379393355
1,0.43112406809021686,-0.7824397576892846
1,0.8837021255832159,-1.4724881089346715
1,1.4144523468690362,-2.161591286889434
1,2.0311962711448714,-2.8420805098667024
1,2.7245930570450763,-3.489313035118658
1,3.4877261808500823,-4.0879161880185295
1,4.307953163752623,-4.6229209297206255
1,5.168478067410967,-5.082483180093916
1,6.051867732072293,-5.460030606448492
1,6.942612644469788,-5.754179998457276
1,7.8296823890445495,-5.967665961433534
1,8.70185107912364,-6.10472063050929
1,9.55766094630364,-6.171592906199119
1,10.393929751533886,-6.173397450701784
1,11.210892958575082,-6.114574870571894
1,12.007456408392974,-5.998644028536313
1,12.787188205140971,-5.827353625427391
1,13.542342944677785,-5.604330193234686
1,14.272566934988255,-5.3317562498446085
1,14.97755260255885,-5.011206681081668
1,15.656632069848369,-4.6437831932829745
1,16.308626186096223,-4.230452451566067
1,16.93176985430937,-3.7721469877678997
1,17.523809232748057,-3.2699603822896743
1,18.082142391591127,-2.725212134660542
1,18.603925122722597,-2.139501009636312
1,19.086125641407506,-1.514775872680704
1,19.525577997867497,-0.853496258826883
1,19.919589191170264,-0.157687438022475
1,20.26348404071354,0.5659208998160202
1,20.554208823429605,1.3110134845619283
1,20.789505873487425,2.069729932508618
1,20.968267918227713,2.8327298959052256
3,-18.493770924798056,36.62695067662227
3,-15.721550530164706,35.00995854374767
3,-15.111944723443857,34.614497798214444
3,-15.279439501605834,34.72466871472938
3,-15.851703652940266,35.09243556219774
3,-16.638745869314956,35.57700417916638
3,-17.47741146457948,36.06729394735584
3,-18.260264501491783,36.50163144477184
3,-18.959277587928163,36.87108878813658
3,-19.57999641616985,37.185075732476996
3,-20.160230384739993,37.46690365224207
3,-20.716381604144217,37.726687962340776
3,-21.263508792527798,37.97257347899921
3,-21.80731889576926,38.20764271106932
3,-22.35558046316909,38.43538379352961
3,-22.912200184679357,38.65727242278616
3,-23.480186362352445,38.87417483293744
3,-24.0592920639434,39.0855853757603
3,-24.643090224927487,39.28892391094971
3,-25.246612785376783,39.48895501539331
3,-25.868709900238407,39.684485931412276
3,-26.507217221082005,39.874082782000244
3,-27.167204843125567,40.05841916881744
3,-27.840352607860275,40.23441411728167
3,-28.528884312754247,40.40203414305051
3,-29.232763861729303,40.560596729571074
3,-29.95124622869712,40.70926211660377
3,-30.68242703337358,40.84702689572934
3,-31.42292125714123,40.97277846907298
3,-32.168031441954206,41.085457635574116
3,-32.91070585163136,41.18404657616136
3,-33.64555446044686,41.26821255780739
3,-34.36407828168382,41.33771504006726
3,-35.058290680090884,41.392911392625706
3,-35.71325999088882,41.43425365991373
3,-36.32796718496198,41.463608739751315
3,-36.886357790831454,41.48236046988008
3,-37.38567844641829,41.49275828499087
3,-37.8203658132283,41.496911979457735
3,-38.189680380894856,41.49687435979018
3,-38.491129570307585,41.49439513061587
3,-38.727054089534676,41.490935463807254
3,-38.90264187255805,41.48749053475027
3,-39.02183569846189,41.48473859511673
3,-39.08850303419084,41.483024123091205
3,-39.10620237565345,41.48255958656287
3,-39.077879292180185,41.4833048438437
3,-39.00513185695119,41.48513095352854
3,-38.89094044067226,41.48774043798631
3,-38.73372899154829,41.49081963214305
3,-38.534622190545385,41.49386224554242
3,-38.29352210327194,41.496267803652174
3,-38.0100539275099,41.497305243253386
3,-37.68351747391837,41.49609973532878
3,-37.313178162143515,41.49163205554642
3,-36.89817970531114,41.48267775921171
3,-36.43735996231018,41.467877449373916
3,-35.93017407781061,41.445656987200465
3,-35.37535847932754,41.41422453051123
3,-34.771276796589305,41.37151052117058
3,-34.122378193682565,41.31574132025826
3,-33.41209781986784,41.242913037317386
3,-32.65367138135581,41.1514710709239
3,-31.841758854056685,41.037817773294954
3,-30.97540657972605,40.89842541702119
3,-30.064396080130056,40.73146455187546
3,-29.091637145768214,40.52983176392061
3,-28.071388679144633,40.29204625903002
3,-27.012396682063915,40.016235306726365
3,-25.91913595809954,39.69986396646535
3,-24.8012629998694,39.34234259710867
3,-23.696182076768196,38.954169059246894
3,-22.626812039210158,38.544671158532545
3,-21.615841780611404,38.12591897417581
3,-20.68181756118623,37.71084016987492
3,-19.835798684105026,37.3106984805097
3,-19.08124358692071,36.93382110972549
3,-18.415034338760112,36.584907563625165
3,-17.83318216242212,36.2674232623135
3,-17.32557548809485,35.98048286078834
3,-16.88498815046785,35.72370272960131
3,-16.503732322213338,35.495591726318054
3,-16.176288526837606,35.295215251032786
3,-15.896602120011817,35.12074207695068
3,-15.663585466351387,34.97300587297137
3,-15.473807167347202,34.85107177674169
3,-15.324581196621335,34.75417962625392
3,-15.214111624631766,34.68183132447645
3,-15.141049430066552,34.63372550177292
3,-15.104737510040039,34.60973219268869
3,-15.104855570703142,34.60980823677234
3,-15.141358849459635,34.63393114591766
3,-15.214422549956167,34.68204065407061
3,-15.324356604367832,34.75401530591731
3,-15.471506995652215,34.84958908660325
3,-15.656506132539736,34.96848405470969
3,-15.878631400920161,35.109423425016736
3,-16.136902192173743,35.27082818747929
3,-16.429281308264937,35.45039277657376
3,-16.752511601236577,35.645065221913605
4,-72.09428666966473,21.105759768413602
4,-70.36125499017832,23.677473609459184
4,-69.94170257338564,24.24048087898402
4,-70.05843978479768,24.085889140585337
4,-70.448954710689,23.557143685299994
4,-70.96554719835676,22.82862602312939
4,-71.49090505420247,22.050696065095188
4,-71.95880854991815,21.323068753166748
4,-72.35889315402282,20.672214166448406
4,-72.70057741006703,20.093380736976524
4,-73.00872059200296,19.551555145892966
4,-73.29408983690091,19.03157757310204
4,-73.5654932881506,18.519436149672128
4,-73.82625460116444,18.009810496997314
4,-74.08024079765859,17.495424501022086
4,-74.32910532759519,16.97261470495342
4,-74.57387024060253,16.43853587536556
4,-74.8140438353049,15.893394234590872
4,-75.04671761805997,15.343220302196064
4,-75.27744701038266,14.773815818361484
4,-75.50499679027693,14.186223858227772
4,-75.72785744335825,13.582429989442529
4,-75.9469934429814,12.957588935463749
4,-76.1589082826054,12.319549195955577
4,-76.36371566005275,11.666140745811541
4,-76.5607494429295,10.997369652724357
4,-76.74915598797521,10.313897124299416
4,-76.92784789436925,9.617496364244552
4,-77.09553890427956,8.91136808297492
4,-77.25091481102724,8.199967053201066
4,-77.39255340822758,7.490016516504764
4,-77.51979446493367,6.7867194485286735
4,-77.63187112945623,6.098243891283324
4,-77.72862763240231,5.432314896455449
4,-77.8095659761348,4.803345500516289
4,-77.87641998793634,4.212454120652259
4,-77.92951773399281,3.6751997360589277
4,-77.97085805740329,3.1943787700810105
4,-78.00212456082174,2.7754819240069577
4,-78.02524490816776,2.4193842128221474
4,-78.04176158024492,2.1285411130369276
4,-78.05321819601362,1.9008421375557694
4,-78.06090584252529,1.7313246725352152
4,-78.06572135244137,1.6162507153056356
4,-78.06825864341707,1.5518170657467838
4,-78.06891778600473,1.534726697207432
4,-78.06786099085414,1.56208393320509
4,-78.06505634306147,1.6323408663180063
4,-78.06041530884886,1.7426173390540536
4,-78.05352446390224,1.8944027803571086
4,-78.04397235905103,2.0865801161680806
4,-78.0311729355685,2.3192118368693984
4,-78.01439654858004,2.592612025701814
4,-77.99275691265129,2.9073998743356304
4,-77.96521846911526,3.2642413312857608
4,-77.93056523749976,3.6638229353943124
4,-77.88739490084481,4.107244614739202
4,-77.83416358009734,4.594902725687685
4,-77.76906176665959,5.12791458118618
4,-77.68999347724734,5.70771611747458
4,-77.59552685931325,6.329917061546054
4,-77.4807571575071,7.010244288671896
4,-77.34502059626087,7.735822005763956
4,-77.18452085186453,8.511574947690496
4,-76.99578634447172,9.338205157487387
4,-76.77766773392366,10.20617810346146
4,-76.52223825446904,11.131516908654765
4,-76.22897140989406,12.100385580250009
4,-75.89660815850272,13.104224038268143
4,-75.52299018699422,14.13856046966742
4,-75.10814614201368,15.194052415749319
4,-74.66455045882083,16.23527979051125
4,-74.20262958400676,17.2407378110351
4,-73.73545453409577,18.189308919497865
4,-73.2766313418043,19.063913343238774
4,-72.83774959971939,19.854590322932115
4,-72.42702669118256,20.558533175931466
4,-72.04881158452653,21.17904110779388
4,-71.70618763730751,21.720187952030308
4,-71.39766292851748,22.19166453072766
4,-71.12243860815774,22.6003895978125
4,-70.87857647135657,22.953712117407232
4,-70.66482852368793,23.256885498293517
4,-70.47905075867772,23.51562777083878
4,-70.32198730924138,23.73104984536556
4,-70.19251107205844,23.906397186882387
4,-70.08970188921587,24.04424169965309
4,-70.01304198723646,24.146193619897748
4,-69.96206764138668,24.213629534826385
4,-69.93665403553695,24.247140534876834
4,-69.93673804337737,24.247027230169834
4,-69.96228333110535,24.213348210321932
4,-70.01325905371002,24.145907886810694
4,-70.08955560497388,24.044417600413595
4,-70.19093139252035,23.90854418394709
4,-70.31718256498048,23.73759422872156
4,-70.46701337033781,23.532260553151886
4,-70.6388474925495,23.293323024086252
4,-70.8303302809775,23.02265135960151
4,-71.03830907504269,22.72319573174214
5,-44.80514502014322,-38.70645739261114
5,-38.632050994383114,-39.295044406087506
5,-34.179101256682,-39.11394542517577
5,-30.80198031881962,-38.63532743180004
5,-28.21241679442584,-38.06183457863755
5,-26.264613223296365,-37.50707294110954
5,-24.876215126861876,-37.044111912337584
5,-23.914954473847356,-36.68938905175856
5,-23.235596011521476,-36.421314700041734
5,-22.73793057224743,-36.215592391857825
5,-22.34503369735006,-36.04749586487821
5,-22.023731816144593,-35.906251237308545
5,-21.753419306393674,-35.78475255720226
5,-21.52455859957751,-35.67996439587861
5,-21.32988980023284,-35.58942833926056
5,-21.165931523219204,-35.51216868082531
5,-21.030769672591777,-35.44778192683946
5,-20.923990513988812,-35.39646702323801
5,-20.846098683953244,-35.35878415945807
5,-20.795320485302316,-35.334105891344365
5,-20.773284588306872,-35.323368409623164
5,-20.781617738239,-35.327430232717774
5,-20.822488456100803,-35.3473234443504
5,-20.89763731827496,-35.38374257548772
5,-21.009620167198715,-35.43765279530926
5,-21.161532057653854,-35.51008477671027
5,-21.356957279021437,-35.602095557966095
5,-21.599895242313828,-35.714655420102574
5,-21.89446131503411,-35.848453700573984
5,-22.244720321021667,-36.00376385217942
5,-22.653788321399126,-36.18001880202526
5,-23.125746711536852,-36.376592528205244
5,-23.662736945414544,-36.59156860946523
5,-24.266628224928983,-36.82247262689601
5,-24.930950109633013,-37.06345863228574
5,-25.66079954051902,-37.31278780155088
5,-26.441443488764232,-37.56194606782838
5,-27.269697943712718,-37.80688676351281
5,-28.134518244366063,-38.04171989558023
5,-29.029340186131183,-38.26260970003901
5,-29.937579486666028,-38.46423760426649
5,-30.848667731576917,-38.64399606093052
5,-31.760779976806386,-38.801703500136284
5,-32.66967521666747,-38.93697692272813
5,-33.57093942416551,-39.049758390414276
5,-34.46338633379927,-39.14067404201991
5,-35.34823415692624,-39.210561925486864
5,-36.22938265421423,-39.260222895877526
5,-37.092542918694015,-39.28965050195293
5,-37.95635942472943,-39.30010225516875
5,-38.81204412247709,-39.29173249502178
5,-39.6583957378651,-39.26511767877993
5,-40.49380242056646,-39.22092160850618
5,-41.316498762035614,-39.15993879987984
5,-42.123798433752405,-39.08317060597963
5,-42.91297535585881,-38.99182778080059
5,-43.68079404423896,-38.887382972255836
5,-44.42290232503366,-38.77172020982984
5,-45.135561041255734,-38.64691238185661
5,-45.81494004941256,-38.51527862762414
5,-46.45082727914328,-38.38076916213962
5,-47.05189560772995,-38.24347416299204
5,-47.59885912521009,-38.109871652013965
5,-48.08895525566896,-37.98305992213229
5,-48.514496874556066,-37.867459447733204
5,-48.86321738884048,-37.76889328374187
5,-49.131994914109086,-37.690551524757076
5,-49.30511956112808,-37.63899920132891
5,-49.37079355559724,-37.61921154048665
5,-49.31733514118441,-37.63532571894346
5,-49.132138503536346,-37.69051581187739
5,-48.81177427305678,-37.783667849958064
5,-48.35973647579508,-37.91010369088693
5,-47.787516300431385,-38.061850325512864
5,-47.113665701535766,-38.22879332469705
5,-46.36012402267855,-38.40062980417821
5,-45.548621801865124,-38.56835882465545
5,-44.69682813780767,-38.7253455380124
5,-43.82211714954229,-38.86647693797723
5,-42.93123504177716,-38.989517188676565
5,-42.03137166148092,-39.092811595491604
5,-41.125175344406045,-39.17567068790799
5,-40.215827245900535,-39.23760881086789
5,-39.30036872992722,-39.27860662668194
5,-38.388599440288495,-39.298205267558046
5,-37.48148787899786,-39.296705736152255
5,-36.57951032006872,-39.27444386776343
5,-35.68312845133712,-39.231772125556
5,-34.79316348031407,-39.16907123075073
5,-33.91087303522093,-39.08681129528176
5,-33.03795518256786,-38.985613352029794
5,-32.17643480267869,-38.86625729654099
5,-31.328579434618923,-38.72973215519009
5,-30.496875945822286,-38.57723604155613
5,-29.684086818569334,-38.41023718119638
5,-28.892140154902535,-38.23018473399283
5,-28.12752492742351,-38.039907929098554
5,-27.39497908205696,-37.84221703604766
5,-26.69951249729658,-37.64038597533469
5,-26.046242613605084,-37.438051615987995
6,-75.21111765749666,-18.164709857706384
6,-66.59635904337131,-15.53617288779319
6,-61.06393500770161,-14.140113521498142
6,-57.20432039198651,-13.15194204255932
6,-54.50650772439353,-12.466773576979662
6,-52.7326698597243,-12.091950417339408
6,-51.712941571804045,-12.018592807519632
6,-51.208473311192954,-12.162864851378288
6,-50.999475997668796,-12.428532637205935
6,-50.950384328920244,-12.751915552907075
6,-50.99085321702271,-13.114908690972696
6,-51.089403563620905,-13.508190088071409
6,-51.23059800878246,-13.931091667242276
6,-51.405154903749086,-14.381218951051773
6,-51.60860683340646,-14.86056602596359
6,-51.83792576332027,-15.369793154297628
6,-52.09128454735046,-15.909846057315757
6,-52.366400296947525,-16.479245798857985
6,-52.658445723343895,-17.070507610277318
6,-52.97396727747096,-17.698314225825758
6,-53.31233170898573,-18.361743466175152
6,-53.67263504196741,-19.058826870583022
6,-54.058526022760994,-19.795723299761534
6,-54.46631993638061,-20.563822058219344
6,-54.89893642261004,-21.366384458086017
6,-55.358679407996284,-22.204388007673007
6,-55.848079682889654,-23.078160384591357
6,-56.369771959459335,-23.98681890015556
6,-56.926208889151596,-24.92769818643314
6,-57.51976328197756,-25.8964548851839
6,-58.1516367072487,-26.885434525653448
6,-58.82510517091828,-27.888820411071436
6,-59.54126099536946,-28.896245076426283
6,-60.301746435036904,-29.897391828429576
6,-61.099136387803384,-30.870818680497983
6,-61.941047530337464,-31.814596397377237
6,-62.812814063733775,-32.70295050227411
6,-63.71401882390971,-33.52927940450894
6,-64.63586040440212,-34.28160329781132
6,-65.57448855840124,-34.95524798938101
6,-66.51549512910908,-35.541471319318504
6,-67.45062233453788,-36.03949965386628
6,-68.38014298315683,-36.45463183409062
6,-69.30133764538252,-36.79038235811853
6,-70.2109446261975,-37.050605546991974
6,-71.10860370486256,-37.23947256296682
6,-71.99610155181111,-37.36115150691928
6,-72.87764142591357,-37.418592602781565
6,-73.73905705765036,-37.413614180588574
6,-74.5988892665146,-37.347794158846966
6,-75.44811610760851,-37.22176663149821
6,-76.28513170791514,-37.036040445971615
6,-77.10775688137636,-36.79091918896995
6,-77.91348158574961,-36.48648587888205
6,-78.69869442040145,-36.12289322011697
6,-79.45956669670336,-35.700458615437356
6,-80.19149665406826,-35.21928095390603
6,-80.88861314011133,-34.680469221758926
6,-81.54533886648996,-34.08463691405533
6,-82.1556877993079,-33.43231551635906
6,-82.70776817520483,-32.730927248173806
6,-83.20537550884403,-31.965558665129628
6,-83.6280207134802,-31.15387536118498
6,-83.96878286983991,-30.29381506973499
6,-84.21594179885588,-29.38845189293457
6,-84.35525395946854,-28.4521298207789
6,-84.37493388025725,-27.47184626517953
6,-84.25749226620624,-26.46679414586433
6,-83.98855528872627,-25.44969769034529
6,-83.55273535450702,-24.428365561553882
6,-82.9356817374341,-23.414420572609245
6,-82.14519246195428,-22.44190386843896
6,-81.1942813943292,-21.527824586741318
6,-80.10723554861323,-20.685939108276443
6,-78.91664067395915,-19.924222620196474
6,-77.65693731669623,-19.24349082196981
6,-76.35924884484321,-18.638688139296942
6,-75.04662782302321,-18.100696637985152
6,-73.74075464959628,-17.621203707045215
6,-72.44723402404799,-17.18831661339101
6,-71.17290808467817,-16.793544484320364
6,-69.91849291117138,-16.428552106489207
6,-68.68602262608219,-16.087350006220113
6,-67.4697409572635,-15.763228503584774
6,-66.28114140804557,-15.455122107343602
6,-65.12001059479746,-15.159627038542471
6,-63.98575929886142,-14.873954241588793
6,-62.87834754616362,-14.59629925165892
6,-61.798038134440425,-14.325093062378112
6,-60.74618689538526,-14.059776049995614
6,-59.72479940107178,-13.800323153030297
6,-58.73648918250134,-13.547293589062784
6,-57.784461395850606,-13.301935516967559
6,-56.87241936151179,-13.066117035235635
6,-56.00466545571981,-12.842423352952615
6,-55.18542667081507,-12.634296205526702
6,-54.42344294287378,-12.446728218990735
6,-53.72632664062314,-12.285481222713743
6,-53.10127406669071,-12.156396612740648
6,-52.55518326857737,-12.065575079405718
7,-65.46602171938815,-83.13812729838128
7,-64.05071378285338,-81.18700783594393
7,-61.427811407727944,-79.83928022883413
7,-58.824504682567664,-78.83213218922666
7,-56.40506026163057,-78.13950711700319
7,-54.18324457203534,-77.77610351250175
7,-52.203243179389986,-77.71693442234589
7,-50.48752453087761,-77.8590805410411
7,-49.00502809678137,-78.09842422552478
7,-47.714940758869375,-78.3723703993566
7,-46.53021422252652,-78.66347883855099
7,-45.41540214472211,-78.96289558920134
7,-44.34033299149953,-79.26895635739614
7,-43.2945664370804,-79.57884645996332
7,-42.26436144043377,-79.89284742341849
7,-41.24400198335277,-80.21022191184724
7,-40.229777014715346,-80.53040728555887
7,-39.223868471590734,-80.85149315087892
7,-38.23852320372659,-81.16870102384433
7,-37.25002401167078,-81.48914553900475
7,-36.262918787466695,-81.81117658785622
7,-35.28311447147528,-82.13289531478387
7,-34.30569839963035,-82.45622199700333
7,-33.345807405327896,-82.77665381949876
7,-32.40291060518759,-83.0951579114315
7,-31.480350976286385,-83.41172365852668
7,-30.582879410313723,-83.72617895278206
7,-29.717231803090797,-84.03808542076742
7,-28.892294964671734,-84.34665317194889
7,-28.118584868166838,-84.65088624498705
7,-27.408974086908092,-84.94920238024923
7,-26.774535996709385,-85.24100937781003
7,-26.228797371176867,-85.5247914380112
